X,Y,OBJECTID,ID,EXTERNO,DIRECCION,LOCALIDAD,EQUIPO,NUMEROINTERSECCIONES_POREQUIPO,UBICACIONEQUIPO,FECHAINSTALACION,OPERACIONACTUAL,FUNCIONAMIENTO,IMPLEMENTACION,TIPOINTERSECCION,GRUPOSENALES,TOTALGRUPOSENALES,NUMEROFASES,GRUPOSVEHICULARES,GRUPOS_BRT,GRUPOSPEATONALES,GRUPOSSONOROS,GRUPOSCICLISTAS,CANTIDADCONTADORES,FUNCIONDETECTORES,ZONAAUTOMATICA
-74.120074691,4.53360519900002,1503,1051,3010,AK 14 X CL 65 S,USME,C900,SENCILLA,SI,2025/01/18 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",28,28,3,"1A,4,2A,92,92A,94,102","1B,2B, 102B","21,24,292,292A,294,32,34,392A","721, 724,7292,7292A,7294,732,734,7392A","41,42",0,"Conteo, Brechas, Fases por demanda peatonal",3620
-74.15691606,4.58731465599999,1504,218,3011,TV 66A X CL 59C SUR,TUNJUELITO,ACTROS,SENCILLA,SI,2022/09/14 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,4,"1,2,4,5",N/A,"21,22,24,31,32,34",N/A,NO,12,N/A,3510
-74.16158154,4.644445249,1505,454,3012,KR 89 X CL 4,KENNEDY,C900,SENCILLA,SI,2023/02/17 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,2,"1,2,8",N/A,"22,31,28",PROYECTADOS,"41,42",0,Activación de sonoro,3425
-74.1300132,4.56728730999998,1506,1177,3013,KR 18B X CL 53 S Y DG 54 S,TUNJUELITO,ACTROS,SENCILLA,SI,1979/04/04 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"1,3,4",N/A,"21,23,24",N/A,NO,0,"Brechas, Fases por demanda",3512
-74.13692256,4.574191058,1507,1593,3014,KR 24 X CL 55 SUR,TUNJUELITO,C900,SENCILLA,SI,2021/05/14 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,15,2,"1,2,3,6",N/A,"21,22,23,31,32","721, 722, 723, 731, 732",NO,0,Activación de sonoro,3524
-74.09272676,4.57830349300002,1508,974,3271,AK 10 X CL 17 S,ANTONIO NARINO,ACTROS,SENCILLA,SI,1983/07/01 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,2,"1A,2A,3,4,4A","1B,2B","21,22,23,24,31,32",N/A,43C,0,"Conteo, Cola - Siguiente Intersección",3606
-74.09460762,4.57576733299999,1509,981,3272,AK 10 X AC 22 S,ANTONIO NARINO,C900,SENCILLA,SI,1995/10/05 00:00:00+00,Desvío - PMT,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",15,15,3,"1A,2A,3,4,7","1B,2B","21,22,23,24,31,32,33,34",N/A,NO,0,"Conteo, Brechas",3606
-74.18319365,4.60668135100002,1510,930,3273,KR 79C X CL 63 S,BOSA,NO,DOBLE,NO,1995/10/05 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,EXCLUSIVA VEHICULAR,2,13,2,"2,4",N/A,N/A,N/A,NO,0,N/A,3419
-74.18329369,4.60706096299998,1511,931,3273,KR 80 X CL 63 S,BOSA,C900,DOBLE,SI,1995/10/05 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,13,4,"1,14,94",N/A,"21,214,314,294","721,7214, 7294,7314",NO,0,N/A,3419
-74.08743369,4.58548489999998,1512,1269,3274,AK 10 X CL 4 S,ANTONIO NARINO,ACTROS,SENCILLA,SI,2012/07/28 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,EXCLUSIVA PEATONAL,6,8,2,"1A,2A","1B,2B","21,22 (Exc)",722,NO,0,Activación de sonoro,3606
-74.09430931,4.57969937299998,1513,980,3275,KR 11 X CL 17 S,ANTONIO NARINO,C900,SENCILLA,SI,2006/11/17 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,3,"1,2,3,4,4A",N/A,"21,22,23,31,32,34",N/A,43C,12,N/A,3606
-74.18348713,4.619305634,1514,928,3276,TV 85 X CL 57B S,KENNEDY,C900,SENCILLA,SI,2006/03/16 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,2,3,4",N/A,"22,23,24,31",N/A,NO,0,N/A,3421
-74.07915982,4.57273925300001,1515,948,3277,KR 6 ESTE X AC 11 S,SAN CRISTOBAL,ACTROS,SENCILLA,SI,2006/10/18 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,5,"1,2,3,4,93",N/A,"21,22,24,293","722, 724, 7293",NO,0,"Brechas, Fases por demanda, Activación de sonoro",3608
-74.10414439,4.584518516,1516,1018,3278,TV 21A X DG 21A S,ANTONIO NARINO,NO,DOBLE,NO,1998/04/23 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,19,3,"3A,12",N/A,"23A,33A,212,312",N/A,NO,0,N/A,3633
-74.12500976,4.57018866099997,1517,1065,3441,TV 14 X CL 46 S,RAFAEL URIBE,ACTROS,SENCILLA,SI,2001/08/31 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1A,2A,3","1B,2B","21,23,32",N/A,NO,0,"Conteo, Brechas",3604
-74.12353891,4.57426458399999,1518,1060,3442,AK 14 X CL 44C S,RAFAEL URIBE,ACTROS,DOBLE,SI,1985/07/26 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,18,3,"2A,3,11A,93","2B,11B","22,23,293,311",N/A,NO,0,Cola - Siguiente Intersección,3604
-74.12311799,4.57476587299999,1519,1137,3442,AK 14 X CL 43 S,RAFAEL URIBE,NO,DOBLE,NO,1985/07/26 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,18,2,"1A,6,91A","1B,12B,91B","36,291A",N/A,NO,0,N/A,3604
-74.11741012,4.57628082700001,1520,1048,3443,AK 14 X CL 36 S,RAFAEL URIBE,C900,SENCILLA,SI,1983/09/12 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",16,16,3,"1A,2A,3,62A","1B,2B","21A,22A,23A,32B,36","721A,722A,723A,732B,736",NO,0,"Conteo, Brechas, Activación de sonoro",3605
-74.11493773,4.57667448199999,1521,1042,3444,AK 14 X CL 33 S,RAFAEL URIBE,C900,SENCILLA,SI,1984/08/25 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,3,"1A,2A,3,4","1B,2B","21,23,32",N/A,NO,0,"Conteo, Brechas",3605
-74.11078617,4.57785390700002,1522,1031,3445,AK 14 X CL 31 S,RAFAEL URIBE,C900,SENCILLA,SI,2004/11/04 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,3,"1A,2A,4,93","1B,2B","21,32,34,293",N/A,NO,0,"Conteo, Brechas",3605
-74.13064435,4.57675637900002,1523,1087,3446,KR 24 X CL 48C S,TUNJUELITO,C900,DOBLE,SI,1990/09/18 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,25,3,"1,3,12,93",N/A,"23,31,212","723, 731, 7212",NO,0,Activación de sonoro,3524
-74.13220128,4.57614908800002,1524,1089,3446,KR 24 X CL 52B S,TUNJUELITO,NO,DOBLE,NO,1990/09/18 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",15,25,4,"2,6,11,3A",N/A,"22,32,211,23A,311","722, 732, 7211, 7311","43, 44",0,Activación de sonoro,3524
-74.12923646,4.577773971,1525,1084,3447,KR 24 X CL 47B S,TUNJUELITO,C900,SENCILLA,SI,1998/01/01 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",9,9,3,"1,2,4,6,64",N/A,"21,24,34",N/A,42C,0,N/A,3524
-74.09450006,4.62113325500002,1526,630,2791,AK 36 X CL 17A,PUENTE ARANDA,C900,SENCILLA,SI,2003/12/19 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"1,3",N/A,"21,23",N/A,NO,0,N/A,2705
-74.09194048,4.62944851999998,1527,1218,2792,KR 38 X AC 24,TEUSAQUILLO,C900,SENCILLA,SI,2011/05/30 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,EXCLUSIVA PEATONAL,6,6,2,"3,4",N/A,"23,24 (Exc)",724,NO,0,Activación de sonoro,2430
-74.0974705,4.668665551,1528,649,2794,KR 69 X AC 63,ENGATIVA,ACTROS,SENCILLA,SI,1998/04/30 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,4,"1,3,4,7,94",N/A,"21,23,34",N/A,NO,0,"Brechas, Fases por demanda, Cola - Siguiente Intersección",2307
-74.09270282,4.67539112100002,1529,618,2796,KR 69 X AC 66,ENGATIVA,ACTROS,SENCILLA,SI,1994/12/28 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,4",N/A,"21,22,24, 34",N/A,NO,0,N/A,2307
-74.06065632,4.63864624799999,1530,201,2804,TV 3 X AC 53,CHAPINERO,ACTROS,SENCILLA,SI,1993/12/07 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,2,"1,3,4",N/A,"21,23",N/A,NO,0,N/A,2810
-74.1177162,4.68273242800001,1531,1718,2805,KR 90 X CL 52A,ENGATIVA,C900,SENCILLA,SI,2021/04/22 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",11,11,4,"3,5,91",N/A,"23,25,33","723,725,733","41,44",0,Activación de sonoro,2305
-74.11568216,4.68493155099998,1532,1719,2806,KR 90 X AC 63,ENGATIVA,C900,SENCILLA,SI,2021/04/22 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,2,3,N/A,"23,293 (Exc)",7.237.293,NO,0,Activación de sonoro,2312
-74.11657423,4.68617430799998,1533,1721,2808,KR 92 X AC 63,ENGATIVA,C900,SENCILLA,SI,2021/04/14 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"3, 4, 104",N/A,"23,24",724,NO,0,Activación de sonoro,2312
-74.1522006,4.62053326300003,1534,1595,3015,KR 78B X CL 38C SUR,KENNEDY,C900,SENCILLA,SI,2020/07/28 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,3,"1,2,3",N/A,"21,22,23",721.722.723,NO,0,Activación de sonoro,3528
-74.19443341,4.60989974,1535,1604,3016,KR 81 X CL 71A SUR,BOSA,C900,SENCILLA,SI,2020/03/11 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,13,4,"1,2,3,4,92",N/A,"21,22,24,292","721,722,724,7292",NO,8,Activación de sonoro,3421
-74.1606523,4.64530044100002,1536,495,3017,AK 89 X CL 6,KENNEDY,C900,SENCILLA,SI,2023/02/19 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,10,4,"1,2,4,6",N/A,"21,22,32,34",PROYECTADOS,"41,42",0,Activación de sonoro,3425
-74.15353619,4.63172201999998,1537,1616,3018,DG 2 X KR 79G,KENNEDY,ACTROS,SENCILLA,SI,2020/09/29 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,9,2,"3,4,92",N/A,"23,24,292","723, 724, 7292",NO,0,"Conteo, Brechas, Fases por demanda, Activación de sonoro",3509
-74.15887276,4.64709053000001,1538,539,3019,AK 89 X CL 6A,KENNEDY,C900,SENCILLA,SI,2023/02/22 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",18,18,2,"1, 2, 3, 4",N/A,"21, 22, 23, 24, 31, 32","721,722,723,724,731,732","41, 42",0,"Activación de sonoro, Fases por demanda peatonal sonoro",2437
-74.08334721,4.57599908999998,1539,1591,3020,KR 2 X AC 11 SUR,SAN CRISTOBAL,ACTROS,SENCILLA,SI,2020/06/09 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,3,4",N/A,"21,22,23,24","721,722,723,724",NO,0,"Brechas, Fases por demanda vehicular, Activación de sonoro",3608
-74.157777,4.64803000000001,1540,572,3021,AK 89 X CL 6 C,KENNEDY,C900,SENCILLA,SI,2023/02/17 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,2,"1,2",N/A,"21,22",PROYECTADOS,"41,42",0,Activación de sonoro,2437
-74.09069215,4.55328788399999,1541,1597,3022,KR 6 ESTE X CL 37 SUR,SAN CRISTOBAL,C900,SENCILLA,SI,2020/08/01 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,11,3,"2,3,4",N/A,"22,23,24,32","722, 723, 724, 732",NO,0,"Fases por demanda, Activación de sonoro",3611
-74.10520159,4.58448998900002,1542,1022,3278,TV 21A X CL 22 S,ANTONIO NARINO,C900,DOBLE,SI,1998/04/23 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",13,19,4,"2,3,4,7,8,93",N/A,"22,23,24,293,32,33,34",N/A,NO,0,N/A,3633
-74.10670856,4.586390747,1543,1024,3279,KR 24F X CL 22 S,ANTONIO NARINO,NO,DOBLE,NO,2005/08/26 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,13,2,"1,4,13",N/A,"21,213,31,34",N/A,NO,0,N/A,3633
-74.10716076,4.58697029000001,1544,1026,3279,KR 24G X CL 22 S,ANTONIO NARINO,C900,DOBLE,SI,1983/04/08 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,13,2,"2,3,14",N/A,"22,214,33",N/A,NO,0,N/A,3633
-74.09651411,4.57721422399999,1545,1125,3280,KR 11 X CL 22 S,ANTONIO NARINO,C900,SENCILLA,SI,2008/12/20 00:00:00+00,Desvío - PMT,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,3,4,7",N/A,"21,24,33,37",N/A,NO,0,"Brechas, Cola - Siguiente Intersección",3606
-74.1834826,4.61014263499999,1546,1527,3281,KR 80H X CL 60 S,BOSA,C900,SENCILLA,SI,2017/06/01 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,4,"2,4,7",N/A,"22,24,27,32",N/A,41,0,N/A,3419
-74.18752776,4.61841193399999,1547,1560,3282,KR 85 X CL 61A S,BOSA,NO,TRIPLE,NO,2018/07/04 00:00:00+00,PMT,BT-TF,DEFINITIVA,EXCLUSIVA PEATONAL,3,15,3,1111,N/A,21111,721111,NO,0,Activación de sonoro,3421
-74.186638,4.61866099999997,1548,1882,3282,AV BOSA X AV CIUDAD DE CALI,BOSA,NO,TRIPLE,NO,2025/02/21 00:00:00+00,PMT,BT-TF,DEFINITIVA,EXCLUSIVA VEHICULAR,6,15,3,"2,3, 4,11,12, 111",N/A,N/A,N/A,NO,0,N/A,3421
-74.18545192,4.61877775400001,1549,1538,3282,KR 84C X CL 58D S,BOSA,C900,TRIPLE,SI,2018/01/04 00:00:00+00,PMT,BT-TF,DEFINITIVA,EXCLUSIVA PEATONAL,6,15,3,"1,112",N/A,"21, 2112","721, 72112 Desconectados",NO,0,Activación de sonoro,3421
-74.18546293,4.61708737499998,1550,1539,3283,KR 82G BIS X CL 59 S,BOSA,C900,DOBLE,SI,2018/03/19 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,16,2,"4,13,92",N/A,"24,213,292,7913","724,7213,7292",NO,0,Activación de sonoro,3421
-74.13036491,4.57998919900001,1551,1086,3448,KR 25 X CL 48 S,TUNJUELITO,NO,DOBLE,NO,1998/02/12 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,11,2,"4,12,612",N/A,"24,212,34,312 (Reg)",N/A,NO,8,N/A,3524
-74.13205777,4.57963008799999,1552,1088,3448,KR 25 X DG 51A S,TUNJUELITO,C900,DOBLE,SI,1998/02/12 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,11,2,"2,3",N/A,"22,23 (Reg)",N/A,NO,4,N/A,3524
-74.13641303,4.578469842,1553,1096,3449,KR 25 X CL 52F S,TUNJUELITO,C900,SENCILLA,SI,2004/12/15 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,4,"2,4",N/A,"22,24,32, 34",N/A,"42, 42,44",0,N/A,3524
-74.1266735,4.575971735,1554,1077,3450,KR 23 Y TV 23BIS X CL 46 S Y DG 44B S,TUNJUELITO,ACTROS,SENCILLA,SI,1988/04/18 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,5,"1,2,3,4",N/A,"21,22,23,24,32",N/A,NO,0,N/A,3524
-74.11880757,4.58160738599997,1555,1049,3451,KR 24 X CL 36 S,RAFAEL URIBE,C900,SENCILLA,SI,1988/11/04 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,10,3,"1,2,3,4",N/A,"21,22,23,24,33,34",N/A,NO,0,Brechas,3524
-74.16899204,4.625024935,1556,915,3452,KR 81G X AC 43 S,KENNEDY,C900,TRIPLE,SI,2007/10/17 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,12,2,"13,14,91",N/A,"213, 214, 291",N/A,NO,0,N/A,3405
-74.167599,4.623717,1557,1856,3452,KR 81 X AC 43 S,KENNEDY,NO,TRIPLE,NO,2024/09/02 00:00:00+00,NORMAL,BT-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",4,12,2,"4,113",N/A,"24, 2113",N/A,NO,0,N/A,3405
-74.169391,4.62563,1558,1902,3452,KR 81H X AC 43 SUR,KENNEDY,NO,TRIPLE,NO,2025/03/13 00:00:00+00,PMT,BT-TF,PROVISIONAL_PMT,EXCLUSIVA VEHICULAR,2,12,2,"3, 8",N/A,N/A,N/A,NO,0,N/A,3405
-74.15269267,4.62475068200001,1559,871,3453,KR 78K X CL 36 S,KENNEDY,ACTROS,SENCILLA,SI,2006/10/17 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,10,4,"1,2,6,7,91,93",N/A,"22,27,31",N/A,41,0,N/A,3528
-74.10197635,4.61996276100001,1560,1728,2809,TV 42 X CL 12,PUENTE ARANDA,C900,SENCILLA,SI,2021/06/16 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"3, 4, 2, 92",N/A,24,validar,NO,0,N/A,2705
-74.10626163,4.67677995000003,1561,1733,2811,KR 74 X AC 63,ENGATIVA,C900,SENCILLA,SI,2021/11/08 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"3, 4",N/A,"23, 24","723, 724",NO,0,N/A,2302
-74.09103983,4.62812069500001,1562,607,2813,KR 37 X AC 24,TEUSAQUILLO,C900,SENCILLA,SI,1993/03/11 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,EXCLUSIVA VEHICULAR,2,2,2,"4,7",N/A,N/A,N/A,NO,0,N/A,2430
-74.13924446,4.67496148100003,1563,1621,2814,KR 97 X AC 22,FONTIBON,C900,SENCILLA,SI,2019/01/11 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,3,"1,2,3,4",N/A,"21,22,23,24,33,34",N/A,NO,0,N/A,2433
-74.10371415,4.62153984999998,1564,693,2815,KR 43 X CL 12,PUENTE ARANDA,C900,SENCILLA,SI,1997/01/06 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"1,2,3,4",N/A,"21,23,32",N/A,NO,0,N/A,2705
-74.10041255,4.618545101,1565,674,2816,KR 38 X CL 12,PUENTE ARANDA,C900,SENCILLA,SI,1997/08/24 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,4,"1,3,4,5,8",N/A,"21,23,24",N/A,NO,0,"Brechas, Fases por demanda",2705
-74.0985122,4.61682608500001,1566,659,2817,AK 36 X CL 12,PUENTE ARANDA,C900,SENCILLA,SI,1993/12/20 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,4,"1,2,3,4,5",N/A,"21,22,23,24",N/A,NO,0,"Brechas, Fases por demanda",2705
-74.09518764,4.61382514500002,1567,636,2818,KR 32 X CL 12,PUENTE ARANDA,C900,SENCILLA,SI,1995/04/26 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,4,"2,3,4",N/A,"22,23,24",N/A,NO,0,N/A,2705
-74.10082905,4.61419568999997,1568,1331,2819,AK 36 X CL 9,PUENTE ARANDA,C900,DOBLE,SI,2014/02/10 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,10,3,"1,2,4,91",N/A,"21,24,34",N/A,NO,0,N/A,2707
-74.10856898,4.55286511399999,1569,1598,3023,TV 5A X CL 48P SUR,RAFAEL URIBE,ACTROS,SENCILLA,SI,2020/09/29 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,9,3,"1,3,4",N/A,"21,23,24","721, 723, 724",NO,0,Activación de sonoro,3614
-74.08203008,4.57490538899998,1570,1606,3024,KR 1A ESTE X AC 11 SUR,SAN CRISTOBAL,ACTROS,SENCILLA,SI,2020/06/09 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,3,4",N/A,"21,22,23,24","721, 722, 723, 724",NO,0,"Brechas, Fases por demanda, Activación de sonoro",3608
-74.10517041,4.58889333500002,1571,1609,3025,KR 24G X CL 18 SUR,ANTONIO NARINO,C900,SENCILLA,SI,2020/07/30 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,11,4,"1,2,3",N/A,"21,22,23,33","721, 722, 723, 733",NO,0,Activación de sonoro,3621
-74.156869,4.64880099999999,1572,701,3026,AK 89 X CL 6D,KENNEDY,C900,SENCILLA,SI,2023/08/14 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",28,28,3,"2,3,4,11, 1,12",N/A,"22,23,24,32,211,311,21,212","722,723,724,7211,7311,732,721,7212","42,411,41,43,44,412",0,Activación de sonoro,2437
-74.16710004,4.587807591,1573,1611,3027,KR 72 X CL 63 SUR,CIUDAD BOLIVAR,C900,SENCILLA,SI,2020/05/12 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,3,"1,2,4",N/A,"21,24",N/A,NO,0,Fases por demanda peatonal,3517
-74.12343887,4.61860350299997,1574,1612,3028,KR 60 X DG 2,PUENTE ARANDA,C900,SENCILLA,SI,2020/09/01 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"2,3,4,7",N/A,"22,23,24,32",N/A,NO,0,N/A,3508
-74.18908217,4.62299288600002,1575,938,3029,KR 87C Y TV 87C X CL 59C S,BOSA,C900,SENCILLA,SI,2006/09/12 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",18,18,3,"1,2,3,4",N/A,"21,22,23,24,33,34","721, 722, 723, 724, 733, 734","43,44",0,N/A,3422
-74.18804554,4.621518815,1576,1729,3030,TV 87 BIS A X CL 59 C S,BOSA,C900,SENCILLA,SI,2021/01/05 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",18,18,3,"1,2,3,4",N/A,"21,22,23,24,33,34","721, 722, 723, 724, 733, 734","43,44",0,N/A,3422
-74.18614496,4.61791827600001,1577,1537,3283,KR 84A X CL 59 S,BOSA,NO,DOBLE,NO,2018/01/04 00:00:00+00,PMT,BT-TA,DEFINITIVA,EXCLUSIVA PEATONAL,6,16,2,"3,14",N/A,"23,214","723,7214 Desconectados",NO,0,Activación de sonoro,3421
-74.09270583,4.58396518000001,1578,1321,3284,KR 12 X AC 11 S,ANTONIO NARINO,ACTROS,SENCILLA,SI,2013/10/09 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,4,"1,2,3,4,8",N/A,"21,22,23,34",N/A,NO,0,"Brechas, Fases por demanda",3606
-74.09132118,4.58947580799997,1579,971,3285,AK 14 X CL 3 S,ANTONIO NARINO,C900,SENCILLA,SI,1996/04/09 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,2,"1A,2A,3,4","1B,2B","21,23,32",N/A,NO,0,N/A,3605
-74.09450245,4.58573421699998,1580,982,3286,AK 14 X AC 11 S,ANTONIO NARINO,C900,SENCILLA,SI,1983/07/18 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,3,"1A,2A,3,4,94","1B,2B","21,24,32,33,294",N/A,NO,0,"Conteo, Brechas",3633
-74.10046796,4.58237729500001,1581,1003,3287,AK 14 X CL 19 S,ANTONIO NARINO,C900,SENCILLA,SI,1990/12/06 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,3,"1A,2A,3,94","1B,2B","22,23,31",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección",3633
-74.10248309,4.58126798299998,1582,1014,3288,AK 14 X CL 22 S,ANTONIO NARINO,C900,SENCILLA,SI,1990/12/06 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,2,"1A,2A,3,4","1B,2B","21,23,24,32,33,34",N/A,NO,0,"Conteo, Brechas",3633
-74.10686442,4.57913146099997,1583,1025,3289,AK 14 X CL 27 S,RAFAEL URIBE,C900,SENCILLA,SI,1998/07/23 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,3,"1A,2A,4","1B,2B","21,22,24,24A,31,32",N/A,NO,0,"Conteo, Brechas",3605
-74.18311572,4.61323837100002,1584,1540,3290,KR 81A X CL 59 S,BOSA,C900,SENCILLA,SI,2018/03/19 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,2,"1,2,3,4",N/A,"21,22,24,33",validar,NO,0,N/A,3419
-74.18721114,4.63670512700003,1585,1545,3291,KR 94 X AC 54 S,BOSA,ACTROS,DOBLE,SI,2018/04/27 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,23,2,"4,13",N/A,"24,213,241 (Exc)",N/A,"41,42",0,N/A,3424
