X,Y,OBJECTID,ID,EXTERNO,DIRECCION,LOCALIDAD,EQUIPO,NUMEROINTERSECCIONES_POREQUIPO,UBICACIONEQUIPO,FECHAINSTALACION,OPERACIONACTUAL,FUNCIONAMIENTO,IMPLEMENTACION,TIPOINTERSECCION,GRUPOSENALES,TOTALGRUPOSENALES,NUMEROFASES,GRUPOSVEHICULARES,GRUPOS_BRT,GRUPOSPEATONALES,GRUPOSSONOROS,GRUPOSCICLISTAS,CANTIDADCONTADORES,FUNCIONDETECTORES,ZONAAUTOMATICA
-74.05038299,4.66123120899999,1,102,1006,AK 7 X CL 79B,CHAPINERO,C900,SENCILLA,SI,1980/11/09 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,2,2A,8,94",N/A,"22,24,31",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección, Fases por demanda peatonal",1908
-74.05225988,4.65942596299999,2,118,1007,AK 7 X CL 77,CHAPINERO,C900,SENCILLA,SI,1997/12/12 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",9,9,3,"1,2,2A,3,5",N/A,"22,23,31",N/A,41,0,"Conteo, Brechas, Fases por demanda",1908
-74.05290654,4.65877346399998,3,126,1008,AK 7 X CL 76,CHAPINERO,C900,DOBLE,SI,1997/12/27 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",9,16,2,"1,12,12A,6",N/A,"21,312,36",N/A,"41,412",0,"Conteo, Brechas",1908
-74.05338584,4.658027774,4,135,1008,AK 7 X CL 75,CHAPINERO,NO,DOBLE,NO,1997/12/27 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,16,2,"2,2A,11,94",N/A,"22,211",N/A,42,0,"Conteo, Brechas",1908
-74.05542092,4.65486459300001,5,152,1009,AK 7 X AC 72,CHAPINERO,C900,SENCILLA,SI,1997/03/27 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",16,16,3,"1,2,2A,3,4,7,93",N/A,"21,22,23,24,31,32,33,34,293",N/A,NO,0,"Conteo, Brechas, Fases por demanda, Cola - Siguiente Intersección",1909
-74.05655619,4.65276107900002,6,162,1010,AK 7 X CL 70,CHAPINERO,C900,SENCILLA,SI,1996/11/22 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,3,"1,2,2A,3,4",N/A,"22,23,24,31",N/A,NO,0,"Conteo, Brechas, Fases por demanda, Fases por demanda peatonal",1909
-74.05821839,4.65069136599999,7,173,1011,AK 7 X CL 67,CHAPINERO,C900,SENCILLA,SI,1997/03/22 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",14,14,2,"1,2,2A,4,61,64",N/A,"21,22,24,31,32,34",N/A,"41, 42",0,"Conteo, Brechas, Fases por demanda",1909
-74.02439852,4.75385691499997,8,5,1012,AK 7 X CL 175,USAQUEN,C900,SENCILLA,SI,2004/10/20 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"1,2,94",N/A,"21,22,294",N/A,NO,0,N/A,1208
-74.03757174,4.76455015300002,9,1345,1013,KR 16 X CL 187,USAQUEN,C900,SENCILLA,SI,2014/07/19 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,4,"1,2,3",N/A,"21,22,23",N/A,NO,0,Brechas,1208
-74.05717262,4.647898946,10,171,1014,KR 4A X CL 65,CHAPINERO,ACTROS,SENCILLA,SI,2006/02/28 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"1,3",N/A,"21,23",N/A,NO,0,Brechas,2803
-74.03741913,4.760223188,11,1233,1015,KR 16 X AC 183,USAQUEN,C900,SENCILLA,SI,2011/11/12 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,3,"3,4,13,91,92",N/A,"23,24,291,292","723, 724, 7291, 7292",NO,0,Activación de sonoro,1208
-74.03213635,4.73121460900001,12,1148,1016,AK 9 X AC 153,USAQUEN,ACTROS,SENCILLA,SI,2009/04/29 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",16,16,2,"1,2,3,4,11,12",N/A,"23,24,33,34","723, 724, 733, 734","42, 412",0,"Activación de sonoro, fases por demanda vehicular",1219
-74.02234976,4.74108697999998,13,1,1017,AK 7 X CL 165,USAQUEN,C900,SENCILLA,SI,1995/02/25 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,3,6",N/A,"21,23,32",N/A,NO,0,N/A,1210
-74.02341141,4.73691020500002,14,3,1018,AK 7 X CL 162,USAQUEN,C900,SENCILLA,SI,1994/04/11 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,3,6",N/A,"22,23,31 (Reg)",N/A,NO,6,N/A,1210
-74.02392482,4.73155383599999,15,4,1019,AK 7 X CL 156,USAQUEN,C900,SENCILLA,SI,1993/12/07 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,6,93",N/A,"21,22,293",N/A,NO,0,N/A,1210
-74.04671639,4.720461629,16,71,1020,AK 19 X CL 136,USAQUEN,ACTROS,SENCILLA,SI,1994/12/16 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",15,15,3,"1,2,4",N/A,"21,22,24,31,32,34","721, 724, 732, 734",41.42,0,"Conteo, Brechas, Cola, Cola - Siguiente Intersección, Activación de sonoro",1201
-74.05351596,4.71564278599999,17,136,1021,KR 45A X CL 129,SUBA,NO,DOBLE,NO,1995/04/01 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,12,3,"2,4,13",N/A,"22,24,32",N/A,NO,6,N/A,1126
-74.05434289,4.71573066100001,18,145,1021,KR 46 X CL 129,SUBA,ACTROS,DOBLE,SI,1995/04/01 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,12,2,"1,3,14",N/A,"21,23,31",N/A,NO,6,N/A,1126
-74.02266361,4.74709515299998,19,2,1022,AK 7 X AC 170,USAQUEN,C900,SENCILLA,SI,1996/06/19 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",13,13,4,"1,2,6,7,91,93",N/A,"21,22,27,31,32,36,291",N/A,NO,0,"Conteo, Brechas, Fases por demanda",1210
-74.03168638,4.74818322099998,20,13,1023,AK 9 X AC 170,USAQUEN,C900,SENCILLA,SI,1998/04/30 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,2,"2,3,4,6",N/A,"22,24,33,293",N/A,NO,0,"Conteo, Brechas",1202
-74.0428106,4.74070197600003,21,42,1024,AK 19 X AC 161,USAQUEN,ACTROS,SENCILLA,SI,1993/12/20 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",15,15,5,"2,3,4,93",N/A,"22,23,34,393","722, 723, 734, 7393","42,43,44",0,"Conteo, Brechas, Fases por demanda peatonal sonoro",1201
-74.05642792,4.74939253000002,22,160,1025,KR 55A X CL 167,SUBA,C900,SENCILLA,SI,2006/09/26 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,4,"1,2,3,4",N/A,"22,24",N/A,NO,0,N/A,1121
-74.03968695,4.74966337699999,23,30,1026,KR 17A X AC 170,USAQUEN,C900,SENCILLA,SI,2006/10/26 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"3,4,8,92",N/A,"23,34,38,292",N/A,NO,0,"Conteo, Brechas",1202
-74.03842602,4.73742375,24,28,1027,AK 15 X CL 159,USAQUEN,C900,SENCILLA,SI,2006/11/08 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,4,"1,2,3,4",N/A,"21,22,23",N/A,NO,0,N/A,1201
-74.0651213,4.65726180000001,25,271,1028,KR 17 X CL 69,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,2000/06/27 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"2,3",N/A,"22,23",N/A,NO,0,N/A,1906
-74.06593866,4.65776434999998,26,282,1029,KR 19 X CL 69,BARRIOS UNIDOS,NO,DOBLE,NO,2000/06/27 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"1,13",N/A,"21,213",N/A,NO,0,N/A,1906
-74.06671751,4.65825473000001,27,297,1029,KR 20 X CL 69,BARRIOS UNIDOS,ACTROS,DOBLE,SI,2000/06/27 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,"2,3",N/A,"22,23",N/A,NO,0,N/A,1906
-74.06362519,4.65967811899998,28,247,1030,KR 17 X CL 71A,BARRIOS UNIDOS,C900,DOBLE,SI,2000/07/24 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",5,10,2,"4,12",N/A,"24,212",N/A,44,0,N/A,1913
-74.064027,4.65902899999998,29,1820,1030,KR 17 X CL 71,BARRIOS UNIDOS,NO,DOBLE,NO,2024/05/13 00:00:00+00,PMT,BT-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",5,10,2,"2,3",N/A,"22,23,33",N/A,NO,0,N/A,1913
-74.02755873,4.764421207,30,1242,1031,AK 7 X CL 187C,USAQUEN,C900,SENCILLA,SI,2011/12/18 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,2,"1,2,4,64",N/A,21,N/A,NO,0,Brechas,1208
-74.02672696,4.74741569899999,31,1300,1032,KR 8 X AC 170,USAQUEN,C900,SENCILLA,SI,2013/03/20 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,EXCLUSIVA PEATONAL,6,6,2,"3,4",N/A,"23,24 (Exc)",724,NO,0,Activación de sonoro,1210
-74.05543916,4.71913405100003,32,151,1033,KR 49 X AC 134,SUBA,NO,DOBLE,NO,2001/09/10 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",5,11,2,"1,4,13",N/A,"21,213",N/A,NO,0,Brechas,1126
-74.05626952,4.71923066800002,33,158,1033,KR 50 X AC 134,SUBA,C900,DOBLE,SI,2001/09/10 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,11,2,"2,3,14",N/A,"22,32,214",N/A,NO,0,Brechas,1126
-74.06177486,4.65199455999999,34,1172,1001,AK 11 X CL 66,CHAPINERO,ACTROS,SENCILLA,SI,1998/02/08 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"1,3",N/A,"21,23",N/A,NO,0,"Conteo, Brechas",1910
-74.06081586,4.65407398999997,35,203,1002,AK 11 X CL 69,CHAPINERO,NO,DOBLE,NO,1994/03/10 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,10,3,"1,3",N/A,"21,23,31,33",N/A,NO,0,"Conteo, Brechas, Fases por demanda",1910
-74.0614283,4.65274920000002,36,213,1002,AK 11 X CL 67,CHAPINERO,ACTROS,DOBLE,SI,1994/03/10 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,10,2,"4,11",N/A,"24,211",N/A,NO,0,"Conteo, Brechas, Fases por demanda",1910
-74.046808,4.66516987199998,37,73,1003,AK 7 X AC 85,CHAPINERO,C900,SENCILLA,SI,1997/12/23 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,2,2A,3,6",N/A,"21,23,32",N/A,NO,0,"Conteo, Brechas, Fases por demanda",1901
-74.04652321,4.66454214700002,38,75,1004,AK 1 X CL 85,CHAPINERO,NO,DOBLE,NO,1997/09/04 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,EXCLUSIVA VEHICULAR,3,13,2,"2,3",1B,N/A,N/A,NO,0,"Conteo, Brechas, Cola",1901
-74.04735834,4.66440335200002,39,81,1004,AK 7 X CL 85,CHAPINERO,C900,DOBLE,SI,1997/09/04 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,13,3,"1,2A,4,92A",2B,"22A,24,31",N/A,"41,42",0,"Conteo, Brechas",1901
-74.04870357,4.66306828500001,40,89,1005,AK 7 X CL 84A,CHAPINERO,NO,DOBLE,NO,1997/12/26 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,15,2,"1,3,12,12A",N/A,"212,31",N/A,NO,0,"Conteo, Brechas",1908
-74.04938259,4.66241330999998,41,95,1005,AK 7 X CL 81,CHAPINERO,C900,DOBLE,SI,1997/12/26 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",9,15,2,"2,2A,6,11",N/A,"211,32,36",N/A,"42,411",0,"Conteo, Brechas",1908
-74.033171,4.74842799999999,42,1789,1068,KR 12 X AC 170,USAQUEN,C900,SENCILLA,SI,2023/10/26 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,4,"2,3,4,6,13,91,103,104",N/A,"22,24,33","722,724,733",NO,0,"Activación sonoro, Brechas, Fases por demanda vehicular",1202
-74.04334006,4.73856167999998,43,51,1069,AK 19 X CL 159,USAQUEN,ACTROS,SENCILLA,SI,1994/11/10 00:00:00+00,PMT,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",16,16,4,"1,2,3,4",N/A,"21,22,23,24,31,32","722, 723, 724, 731",41.42,0,"Conteo, Brechas, Fases por demanda peatonal sonoro",1201
-74.06430242,4.65138538899998,44,257,1072,AK 14 X CL 64,BARRIOS UNIDOS,C900,SENCILLA,SI,1980/10/07 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,2,4,"1B,2B","22,24,31",N/A,"43,44",0,"Conteo, Brechas",1913
-74.03502813,4.74868700000002,45,1790,1073,KR 14 X AC 170,USAQUEN,C900,SENCILLA,SI,2023/10/26 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,4,"3,4,8,92",N/A,"23,24,292","723,724,7292",NO,0,"Activación de sonoro, Fases por demanda peatonal sonoro",1202
-74.05968217,4.738493608,46,1682,1074,KR 56 X CL 152B,SUBA,C900,SENCILLA,SI,2021/05/13 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,4,"1,2,3,4,5,7",N/A,"21,22,23,24",N/A,NO,0,"Conteo, Brechas",1104
-74.0496896,4.76294383200002,47,1683,1075,KR 54D X AC 183,SUBA,C900,DOBLE,SI,2020/08/11 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,17,3,"1,3,4,791",N/A,"21,23,34","721, 723, 734","43, 44",0,Activación de sonoro,1124
-74.04911146,4.76251838399997,48,1548,1075,PATIO TRANSMILENIO (KR 51) X AC 183,SUBA,NO,DOBLE,NO,2018/04/20 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",5,17,4,13,"8B,92","292,38B",N/A,NO,0,"Brechas, Fases por demanda",1124
-74.05137757,4.76420546899999,49,1684,1076,KR 55B X AC 183,SUBA,C900,DOBLE,SI,2020/08/11 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,22,3,"4,7,13,94",N/A,"24,37,313","724, 737, 7313",44.413,0,"Brechas, Activación de sonoro",1124
-74.05260217,4.76511215800002,50,1685,1076,KR 57A X AC 183,SUBA,NO,DOBLE,NO,2020/08/11 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,22,2,"3,14,103,104",N/A,"23,214","723, 7214",43.414,0,Activación de sonoro,1124
-74.0394089,4.70393785200002,51,1687,1077,KR 13 X CL 127,USAQUEN,C900,SENCILLA,SI,2021/04/12 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,3,4,5,92,93",N/A,"23,24,292","723, 724, 7292",NO,0,"Brechas, Fases por demanda vehicular, Activación de sonoro",1212
-74.0329732,4.70325146200003,52,1692,1078,AK 9 X CL 127,USAQUEN,ACTROS,SENCILLA,SI,2020/10/21 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, CICLISTA",3,3,2,1,N/A,N/A,N/A,"42, 941",0,N/A,1219
-74.079146,4.70023300000003,53,1791,1079,KR 71C X AC 116,SUBA,C900,SENCILLA,SI,2024/05/03 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,4,"3,4,4A,8",N/A,"23,34,393,394","7393,7394","43,44",0,Activación de sonoro,1110
-74.09746452,4.689189247,54,1691,1080,KR 74A X CL 72,ENGATIVA,C900,SENCILLA,SI,2022/06/21 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,3,"3,4,7,8,91",N/A,"23,24,33,38,291",N/A,NO,10,N/A,1308
-74.08987113,4.73209189599999,55,1703,1081,KR 94C X CL 132,SUBA,C900,SENCILLA,SI,2021/02/09 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"3,4,92",N/A,"23,292","723, 7292",NO,0,Activación de sonoro,1119
-74.08782506,4.72955361300001,56,1704,1082,KR 91 X AC 131B,SUBA,C900,SENCILLA,SI,2021/02/09 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,2,"1,2,2A,8",N/A,"21,22A,28","721,722A,728",NO,0,Activación de sonoro,1119
-74.0888631,4.72590960500003,57,1705,1083,KR 91 X CL 130,SUBA,C900,SENCILLA,SI,2021/02/09 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",13,13,3,"1,2,3,4,92",N/A,"21,22,23,24","721, 722, 723, 724",NO,0,Activación de sonoro,1119
-74.08943411,4.72364256700001,58,1706,1084,KR 91 X CL 129,SUBA,C900,SENCILLA,SI,2021/02/09 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,4,"1,2,3,4,791,92",N/A,"21,22,23,24","721, 722, 723, 724",NO,0,Activación de sonoro,1119
-74.08979967,4.72172398800001,59,1707,1085,KR 91 X CL 128B,SUBA,C900,SENCILLA,SI,2021/02/09 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",13,15,4,"1,2,3,4,5",N/A,"21,22,23,24","721, 722, 723, 724 Desconectados",NO,0,Activación de sonoro,1119
-74.0913524,4.718167214,60,1708,1086,KR 91 X CL 127B,SUBA,C900,SENCILLA,SI,2021/02/09 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,15,3,"5,11,92",N/A,"24, 292","724, 7292",NO,0,Activación de sonoro,1138
-74.079741,4.66843899999998,61,1793,1087,KR 57 X AC 68,BARRIOS UNIDOS,C900,SENCILLA,SI,2024/12/19 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,2,"3,4,91",N/A,"23,24,291","723, 724",NO,0,Activación de sonoro,1306
-74.05206892,4.663306578,62,1709,1088,KR 9 X CL 80,CHAPINERO,C900,SENCILLA,SI,2021/04/27 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"2,3",N/A,"22,23",723,NO,0,Activación de sonoro,1908
-74.043715,4.69452799999999,63,1806,1089,AK 15 X CL 112,USAQUEN,C900,SENCILLA,SI,2024/04/19 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",19,19,3,"1,2,93,94",N/A,"21,22,293,294,31,32","721,722,7293,731,732","41,42,411,412",0,Activación de sonoro,1212
-74.031044,4.76941900000003,64,1808,1091,AK 9 X CL 192,USAQUEN,C900,SENCILLA,SI,2026/02/16 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,4,"1,2,3,6",N/A,"22,23,31","722,723,731",NO,0,N/A,1208
-74.062932,4.76428399999998,65,1809,1092,AK 72 X CL 175,SUBA,C900,SENCILLA,SI,2024/07/19 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",21,21,3,"1,1A,2,2A,3,4",N/A,"21,22,23,24,31,32,33,34","721, 722,723,724,731","41,42",0,N/A,1139
-74.060977,4.76692400000002,66,1810,1093,AK 72 X CL 181,SUBA,C900,SENCILLA,SI,2024/07/03 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,10,2,"1,1A,2,2A",N/A,"21,22","721,722","41, 42",0,N/A,1139
-74.059127,4.76944400000002,67,1811,1094,AK 72 X CL 183,SUBA,C900,SENCILLA,SI,2024/07/03 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,3,"8,92",N/A,"28,292","728, 7292","42,44",0,N/A,1139
-74.062112,4.71651000000003,68,1126,1095,KR 54  X CL 129,SUBA,C900,SENCILLA,SI,2024/08/05 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,3,4",N/A,"21,23","721,723",NO,0,N/A,1126
-74.0571118,4.66645006099998,69,1726,1096,AK 15 X CL 80,CHAPINERO,C900,SENCILLA,SI,2021/06/21 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,2,N/A,"22,24,32 (Exc)","722, 724, 732",NO,0,Fases por demanda peatonal,1912
-74.04807602,4.76036692999998,70,1547,1098,KR 50B X CL 182,SUBA,C900,SENCILLA,SI,2018/04/23 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,4,"1,2,3,4",N/A,"21,22,23,24",N/A,NO,0,N/A,1124
-74.060483,4.72131000000002,71,1839,1099,KR 54 X CL 134,SUBA,C900,SENCILLA,SI,2024/08/05 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,3,"1,2,3,4",N/A,"21,22,24","721,722,724 Desconectados","41,42",0,N/A,1126
-74.05747,4.72553599999998,72,1840,1100,KR 54 X AC 138,SUBA,C900,SENCILLA,SI,2024/11/21 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,3,"2,3,4,91",N/A,"22,24,291","722,724,7291","41,42",0,N/A,1126
-74.05973121,4.65167131700002,73,1340,1101,KR 9 X CL 67,CHAPINERO,C900,DOBLE,SI,2014/06/12 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,14,N/A,"214,318,3914",N/A,NO,0,N/A,1910
-74.05914348,4.65129324600002,74,1341,1101,KR 8 X CL 67,CHAPINERO,NO,DOBLE,NO,2014/06/12 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,3,"4,6",N/A,"24,26",N/A,NO,0,N/A,1910
-74.03502813,4.71350516699999,75,22,1034,KR 10 X AC 134,USAQUEN,C900,SENCILLA,SI,2002/09/02 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,4,"2,3,4,91,92",N/A,"21,24,33",N/A,NO,0,N/A,1219
-74.05373855,4.69081216299998,76,137,1035,KR 21 X CL 104,USAQUEN,NO,DOBLE,NO,2006/11/10 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,16,3,"1,3,4A,12",N/A,"21,23,24A,212",N/A,NO,0,N/A,1215
-74.05401793,4.689151778,77,139,1035,KR 21 X CL 103,USAQUEN,ACTROS,DOBLE,SI,2006/11/10 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,16,3,"2,3A,4,11",N/A,"22,23A,24,211",N/A,NO,0,N/A,1215
-74.03194834,4.73816651300001,78,1253,1036,AK 9 X AC 161,USAQUEN,ACTROS,SENCILLA,SI,2012/05/30 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,7,2,"1,2,3",N/A,"22,23,31,33",N/A,42,0,Brechas,1209
-74.03188052,4.74057388799997,79,1252,1037,AK 9 X CL 163A,USAQUEN,NO,DOBLE,NO,2012/05/30 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,15,2,"2,4,11",N/A,"24,32,34,211",N/A,42,0,N/A,1209
-74.03181689,4.74291067299998,80,1276,1037,AK 9 X CL 165,USAQUEN,ACTROS,DOBLE,SI,2012/09/28 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,15,2,"1,3,4A,12",N/A,"21,23,24A,312",N/A,412,0,N/A,1209
-74.0263597,4.760446661,81,1336,1038,AK 7 X CL 183,USAQUEN,C900,SENCILLA,SI,2019/06/23 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,3,"1,2,6,7,91,93",N/A,"22,27,291,293","722, 727, 7291, 7293",NO,0,Activación de sonoro,1208
-74.04015148,4.73189930799998,82,1290,1039,AK 15 X CL 151,USAQUEN,C900,SENCILLA,SI,2012/12/21 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,3,4",N/A,"21,23,24,33","721, 723, 724, 733",NO,0,"Brechas, Fases por demanda, Activación de sonoro",1216
-74.0396691,4.76018074699999,83,1562,1040,KR 18A X AC 183,USAQUEN,C900,SENCILLA,SI,2017/04/23 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"3,4,92",N/A,"23,292","723, 7292",NO,0,Activación de sonoro,1208
-74.0333391,4.76023979600001,84,1337,1041,KR 11 X AC 183,USAQUEN,C900,SENCILLA,SI,2014/07/03 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",20,20,4,"1,2,3,4,93,94",N/A,"21,22,23,24,31,33,34","721, 722, 723, 724, 731, 732, 734",NO,0,Activación de sonoro,1208
-74.03730027,4.74911211800003,85,1425,1042,KR 15 X AC 170,USAQUEN,C900,SENCILLA,SI,2015/05/27 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"3,4,91",N/A,"23,34,291",724,NO,0,"Conteo, Brechas, Fases por demanda, Activación de sonoro",1202
-74.03010054,4.76016066199998,86,1563,1043,KR 8C X AC 183,USAQUEN,C900,SENCILLA,SI,2018/10/02 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,3,"3,4,91,92",N/A,"23,24,291,292","723, 724, 7291, 7292",NO,0,Activación de sonoro,1208
